- 1131568353 2005.11.09 cn710 Nov 9 12:32:33 cn710/cn710 ntpd[19103]: synchronized to 10.100.18.250, stratum 3
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Link [LNKH] (IRQs 3 4 5 6 7 *10 11 12)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PALO.DOBA._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PALO.DOBB._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PALO._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PBHI.PXB1._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PBHI.PXB2._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PBHI._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PBLO._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.PICH._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0.VPR0._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Routing Table [\_SB_.PCI0._PRT]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Root Bridge [PCI0] (00:00)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:02.0[A] -> GSI 16 (level, low) -> IRQ 169
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:04.0[A] -> GSI 16 (level, low) -> IRQ 169
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:05.0[A] -> GSI 16 (level, low) -> IRQ 169
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:06.0[A] -> GSI 16 (level, low) -> IRQ 169
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:1d.0[A] -> GSI 16 (level, low) -> IRQ 169
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:1d.0[A] -> GSI 16 (level, low) -> IRQ 169
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:1d.1[B] -> GSI 19 (level, low) -> IRQ 177
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:1d.1[B] -> GSI 19 (level, low) -> IRQ 177
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:1d.2[C] -> GSI 18 (level, low) -> IRQ 185
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:1d.2[C] -> GSI 18 (level, low) -> IRQ 185
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:1d.7[D] -> GSI 23 (level, low) -> IRQ 193
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:00:1d.7[D] -> GSI 23 (level, low) -> IRQ 193
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 201
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 201
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 209
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 209
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:07:08.0[A] -> GSI 65 (level, low) -> IRQ 217
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:07:08.0[A] -> GSI 65 (level, low) -> IRQ 217
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:08:00.0[A] -> GSI 16 (level, low) -> IRQ 169
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:08:00.0[A] -> GSI 16 (level, low) -> IRQ 169
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI interrupt 0000:09:0d.0[A] -> GSI 18 (level, low) -> IRQ 185
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: Power Button (FF) [PWRF]
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: Processor [CPU0] (supports C1)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: Processor [CPU1] (supports C1)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: RSDP (v000 DELL ) @ 0x00000000000fd650
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: RSDT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd664
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: SPCR (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd7cc
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: Subsystem revision 20040816
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: Using IOAPIC for interrupt routing
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Adding 13309844k swap on /dev/sda2. Priority:-1 extents:1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Attached scsi disk sda at scsi0, channel 1, id 0, lun 0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Attached scsi generic sg0 at scsi0, channel 0, id 6, lun 0, type 3
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Attached scsi generic sg1 at scsi0, channel 1, id 0, lun 0, type 0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-provided physical RAM map:
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Bootdata ok (command line is ro root=LABEL=/ tsc console=tty0 console=ttyS0,19200 rhgb quiet)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Booting processor 1/6 rip 6000 rsp 100bff05f58
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Bootmem setup node 0 0000000000000000-00000001c0000000
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Brought up 2 CPUs
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Built 1 zonelists
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU0: Intel(R) Xeon(TM) CPU 3.60GHz stepping 03
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: Hyper-Threading is disabled
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: Hyper-Threading is disabled
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: Hyper-Threading is disabled
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: L2 cache: 2048K
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: L2 cache: 2048K
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: L2 cache: 2048K
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: Trace cache: 12K uops, L1 D cache: 16K
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: Trace cache: 12K uops, L1 D cache: 16K
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: CPU: Trace cache: 12K uops, L1 D cache: 16K
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Calibrating delay loop... 7127.04 BogoMIPS (lpj=3563520)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Calibrating delay loop... 7176.19 BogoMIPS (lpj=3588096)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Capability LSM initialized as secondary
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Checking aperture...
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Console: colour VGA+ 80x25
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Copyright (c) 1999-2004 Intel Corporation.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: DMI 2.3 present.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Dentry cache hash table entries: 1048576 (order: 11, 8388608 bytes)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Detected 12.470 MHz APIC timer.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Dquot-cache hash table entries: 512 (order 0, 4096 bytes)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: EXT3 FS on sda1, internal journal
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: EXT3 FS on sda3, internal journal
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: EXT3 FS on sda5, internal journal
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: EXT3 FS on sda6, internal journal
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: EXT3-fs: mounted filesystem with ordered data mode.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: EXT3-fs: mounted filesystem with ordered data mode.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: EXT3-fs: mounted filesystem with ordered data mode.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: EXT3-fs: mounted filesystem with ordered data mode.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Faking a node at 0000000000000000-00000001c0000000
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Freeing unused kernel memory: 188k freed
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: IA32 emulation $Id: sys_ia32.c,v 1.32 2002/03/24 13:02:28 ak Exp $
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: IOAPIC[0]: apic_id 7, version 32, address 0xfec00000, GSI 0-23
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: IOAPIC[1]: apic_id 8, version 32, address 0xfec80000, GSI 32-55
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: IOAPIC[2]: apic_id 9, version 32, address 0xfec83000, GSI 64-87
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: IP: routing cache hash table of 32768 buckets, 512Kbytes
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Initializing CPU#0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Initializing CPU#1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Initializing Cryptographic API
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Initializing IPsec netlink socket
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Inode-cache hash table entries: 524288 (order: 10, 4194304 bytes)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Intel E7520/7320/7525 detected.<6>pci_hotplug: PCI Hot Plug PCI Core version: 0.5
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Intel(R) PRO/1000 Network Driver - version 6.0.54-k2-NAPI
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Kernel command line: ro root=LABEL=/ tsc console=tty0 console=ttyS0,19200 rhgb quiet
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Linux agpgart interface v0.100 (c) Dave Jones
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Linux version 2.6.9-15.EL.rootsmp (#7#@#9#) (gcc version 3.4.3 20050227 (Red Hat 3.4.3-22.1)) #1 SMP Tue Aug 16 12:32:24 MDT 2005
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Loading keyring
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Mellanox Tavor Device Driver is creating device "InfiniHost0" (domain=00, bus=08, devfn=00)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Memory: 6106088k/7340032k available (2076k kernel code, 0k reserved, 1278k data, 188k init)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Mount-cache hash table entries: 256 (order: 0, 4096 bytes)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: NET: Registered protocol family 1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: NET: Registered protocol family 16
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: NET: Registered protocol family 17
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: NET: Registered protocol family 2
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: NET: Registered protocol family 26
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: No NUMA configuration found
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: No mptable found.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: On node 0 totalpages: 1835008
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI-DMA: Using software bounce buffering for IO (SWIOTLB)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI0 PALO PBLO VPR0 PBHI PICH
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Probing PCI hardware (bus 00)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Setting latency timer of device 0000:00:1d.0 to 64
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Setting latency timer of device 0000:00:1d.1 to 64
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Setting latency timer of device 0000:00:1d.2 to 64
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Setting latency timer of device 0000:00:1d.7 to 64
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Setting latency timer of device 0000:08:00.0 to 64
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Transparent bridge - 0000:00:1e.0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Using ACPI for IRQ routing
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Using MMCONFIG at e0000000
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: Using configuration type 1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PCI: cache line size of 128 is not supported by device 0000:00:1d.7
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: PID hash table entries: 4096 (order: 12, 131072 bytes)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Placing software IO TLB between 0x7eb5000 - 0xbeb5000
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Probing IDE interface ide0...
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Probing IDE interface ide1...
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Probing IDE interface ide2...
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Probing IDE interface ide3...
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Probing IDE interface ide4...
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Probing IDE interface ide5...
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Processor #0 15:4 APIC version 16
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Processor #6 15:4 APIC version 16
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Real Time Clock Driver v1.12
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: SCSI device sda: 143114240 512-byte hdwr sectors (73274 MB)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: SCSI subsystem initialized
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: SELinux: Disabled at runtime.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: SELinux: Initializing.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: SELinux: Registering netfilter hooks
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: SELinux: Starting in permissive mode
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: SELinux: Unregistering netfilter hooks
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Security Scaffold v1.0.0 initialized
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Setting APIC routing to flat
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: TCP: Hash tables configured (established 262144 bind 65536)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: There is already a security framework initialized, register_security failed.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Total HugeTLB memory allocated, 0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Total of 2 processors activated (14303.23 BogoMIPS).
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: USB Universal Host Controller Interface driver v2.2
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Using ACPI (MADT) for SMP configuration information
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Using IO APIC NMI watchdog
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Using cfq io scheduler
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Using local APIC timer interrupts.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: VFS: Disk quotas dquot_6.5.1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Warning: acpi_table_parse(ACPI_SLIT) returned 0!
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Warning: acpi_table_parse(ACPI_SRAT) returned 0!
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: [KERNEL_IB][ib_mad_static_compute_base][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/ib/ts_api_ng/mad/obj_host_amd64_custom1_rhel4/ts_ib_mad/mad_static.c:132]Couldn't find a suitable network device; setting lid_base to 1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: activating NMI Watchdog ... done.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: audit(1131541150.365:1): initialized
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: audit: initializing netlink socket (disabled)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: checking TSC synchronization across 2 CPUs: passed.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: checking if image is initramfs... it is
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: device-mapper: 4.4.0-ioctl (2005-01-12) initialised: dm-#16#@#17#
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: divert: allocating divert_blk for eth0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: divert: allocating divert_blk for eth1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: divert: allocating divert_blk for ib0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: divert: allocating divert_blk for ib1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: divert: not allocating divert_blk for non-ethernet device lo
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: drivers/usb/input/hid-core.c: v2.0:USB HID core driver
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: e1000: eth0: e1000_probe: Intel(R) PRO/1000 Network Connection
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: e1000: eth0: e1000_watchdog: NIC Link is Up 1000 Mbps Full Duplex
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: e1000: eth1: e1000_probe: Intel(R) PRO/1000 Network Connection
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ehci_hcd 0000:00:1d.7: EHCI Host Controller
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ehci_hcd 0000:00:1d.7: USB 2.0 enabled, EHCI 1.00, driver 2004-May-10
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ehci_hcd 0000:00:1d.7: irq 193, pci mem ffffff00106da000
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ehci_hcd 0000:00:1d.7: new USB bus registered, assigned bus number 1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: floppy0: no floppy controllers found
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 1-0:1.0: 6 ports detected
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 1-0:1.0: USB hub found
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 1-3:1.0: 2 ports detected
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 1-3:1.0: USB hub found
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 2-0:1.0: 2 ports detected
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 2-0:1.0: USB hub found
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 3-0:1.0: 2 ports detected
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 3-0:1.0: USB hub found
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 4-0:1.0: 2 ports detected
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hub 4-0:1.0: USB hub found
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: hw_random: RNG not detected
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ib0: InfiniHost0 port 1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ib1: InfiniHost0 port 2
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ide-floppy driver 0.99.newide
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: input: AT Translated Set 2 keyboard on isa0060/serio0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: inserting floppy driver for 2.6.9-15.EL.rootsmp
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ip_tables: (C) 2000-2002 Netfilter core team
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ip_tables: (C) 2000-2002 Netfilter core team
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ip_tables: (C) 2000-2002 Netfilter core team
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: kjournald starting. Commit interval 5 seconds
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: kjournald starting. Commit interval 5 seconds
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: kjournald starting. Commit interval 5 seconds
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: kjournald starting. Commit interval 5 seconds
