- 1132588427 2005.11.21 R43-M0-N0-I:J18-U01 2005-11-21-07.53.47.116201 R43-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588453 2005.11.21 R14-M1-N4-I:J18-U01 2005-11-21-07.54.13.477966 R14-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588453 2005.11.21 R00-M1-N8-I:J18-U01 2005-11-21-07.54.13.671138 R00-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588453 2005.11.21 R14-M0-NC-I:J18-U01 2005-11-21-07.54.13.881842 R14-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588454 2005.11.21 R14-M1-N0-I:J18-U11 2005-11-21-07.54.14.057799 R14-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588454 2005.11.21 R14-M1-N0-I:J18-U01 2005-11-21-07.54.14.214925 R14-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588454 2005.11.21 R05-M0-N4-I:J18-U11 2005-11-21-07.54.14.389451 R05-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588454 2005.11.21 R00-M1-N0-I:J18-U11 2005-11-21-07.54.14.575496 R00-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588454 2005.11.21 R00-M1-N0-I:J18-U01 2005-11-21-07.54.14.772628 R00-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588454 2005.11.21 R00-M1-N4-I:J18-U11 2005-11-21-07.54.14.933646 R00-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588455 2005.11.21 R00-M1-N4-I:J18-U01 2005-11-21-07.54.15.095054 R00-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588455 2005.11.21 R14-M0-N0-I:J18-U11 2005-11-21-07.54.15.277035 R14-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588455 2005.11.21 R14-M0-N0-I:J18-U01 2005-11-21-07.54.15.455583 R14-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588455 2005.11.21 R12-M0-NC-I:J18-U01 2005-11-21-07.54.15.664698 R12-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588455 2005.11.21 R12-M0-N0-I:J18-U11 2005-11-21-07.54.15.846739 R12-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588456 2005.11.21 R12-M0-N0-I:J18-U01 2005-11-21-07.54.16.034163 R12-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588456 2005.11.21 R12-M0-N8-I:J18-U01 2005-11-21-07.54.16.266149 R12-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588456 2005.11.21 R14-M1-NC-I:J18-U01 2005-11-21-07.54.16.431387 R14-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588456 2005.11.21 R05-M1-NC-I:J18-U11 2005-11-21-07.54.16.728058 R05-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588456 2005.11.21 R03-M0-N4-I:J18-U01 2005-11-21-07.54.16.943623 R03-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588457 2005.11.21 R00-M0-N0-I:J18-U01 2005-11-21-07.54.17.099788 R00-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588457 2005.11.21 R54-M0-NC-I:J18-U11 2005-11-21-07.54.17.261206 R54-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588457 2005.11.21 R54-M0-NC-I:J18-U01 2005-11-21-07.54.17.460232 R54-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588457 2005.11.21 R03-M1-N8-I:J18-U11 2005-11-21-07.54.17.661443 R03-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588457 2005.11.21 R46-M1-N8-I:J18-U11 2005-11-21-07.54.17.877459 R46-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588458 2005.11.21 R14-M1-N8-I:J18-U01 2005-11-21-07.54.18.068375 R14-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588458 2005.11.21 R16-M1-NC-I:J18-U01 2005-11-21-07.54.18.262555 R16-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588458 2005.11.21 R15-M0-N8-I:J18-U11 2005-11-21-07.54.18.443876 R15-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588458 2005.11.21 R71-M0-N0-I:J18-U11 2005-11-21-07.54.18.635891 R71-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588458 2005.11.21 R02-M1-N0-I:J18-U11 2005-11-21-07.54.18.840587 R02-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588459 2005.11.21 R02-M1-N0-I:J18-U01 2005-11-21-07.54.19.023713 R02-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588459 2005.11.21 R54-M0-N8-I:J18-U01 2005-11-21-07.54.19.234386 R54-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588459 2005.11.21 R03-M0-N0-I:J18-U01 2005-11-21-07.54.19.438814 R03-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588459 2005.11.21 R03-M1-N4-I:J18-U01 2005-11-21-07.54.19.687127 R03-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588459 2005.11.21 R11-M0-N8-I:J18-U11 2005-11-21-07.54.19.867277 R11-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588460 2005.11.21 R15-M0-N0-I:J18-U11 2005-11-21-07.54.20.064181 R15-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588460 2005.11.21 R12-M1-N0-I:J18-U11 2005-11-21-07.54.20.305950 R12-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588460 2005.11.21 R03-M0-NC-I:J18-U11 2005-11-21-07.54.20.493281 R03-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588460 2005.11.21 R06-M0-N4-I:J18-U01 2005-11-21-07.54.20.667901 R06-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588460 2005.11.21 R35-M0-N4-I:J18-U01 2005-11-21-07.54.20.870339 R35-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132588461 2005.11.21 R14-M0-N4-I:J18-U11 2005-11-21-07.54.21.088637 R14-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
KERNMNTF 1132595918 2005.11.21 R00-M0-N4-I:J18-U11 2005-11-21-09.58.38.473986 R00-M0-N4-I:J18-U11 RAS KERNEL FATAL Lustre mount FAILED : bglio3 : block_id : location
KERNMNTF 1132595918 2005.11.21 R00-M0-N4-I:J18-U01 2005-11-21-09.58.38.623791 R00-M0-N4-I:J18-U01 RAS KERNEL FATAL Lustre mount FAILED : bglio4 : block_id : location
KERNMNTF 1132595918 2005.11.21 R00-M0-N0-I:J18-U01 2005-11-21-09.58.38.973643 R00-M0-N0-I:J18-U01 RAS KERNEL FATAL Lustre mount FAILED : bglio2 : block_id : location
- 1132595919 2005.11.21 R40-M0-N4-I:J18-U11 2005-11-21-09.58.39.904753 R40-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b7
- 1132595920 2005.11.21 R40-M0-N4-I:J18-U01 2005-11-21-09.58.40.115256 R40-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595920 2005.11.21 R40-M0-N8-I:J18-U11 2005-11-21-09.58.40.326266 R40-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595920 2005.11.21 R40-M0-N8-I:J18-U01 2005-11-21-09.58.40.525474 R40-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595920 2005.11.21 R40-M0-N0-I:J18-U11 2005-11-21-09.58.40.714918 R40-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595920 2005.11.21 R40-M0-N0-I:J18-U01 2005-11-21-09.58.40.902610 R40-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595921 2005.11.21 R20-M1-N0-I:J18-U11 2005-11-21-09.58.41.093665 R20-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595921 2005.11.21 R20-M1-N0-I:J18-U01 2005-11-21-09.58.41.298047 R20-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595921 2005.11.21 R30-M0-N0-I:J18-U11 2005-11-21-09.58.41.485001 R30-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595921 2005.11.21 R30-M0-N0-I:J18-U01 2005-11-21-09.58.41.663494 R30-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595921 2005.11.21 R50-M1-N0-I:J18-U11 2005-11-21-09.58.41.853908 R50-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595922 2005.11.21 R50-M1-N0-I:J18-U01 2005-11-21-09.58.42.056134 R50-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595922 2005.11.21 R20-M1-N8-I:J18-U11 2005-11-21-09.58.42.277156 R20-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595922 2005.11.21 R20-M1-NC-I:J18-U01 2005-11-21-09.58.42.520547 R20-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595922 2005.11.21 R40-M0-NC-I:J18-U11 2005-11-21-09.58.42.723830 R40-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b7
- 1132595922 2005.11.21 R40-M0-NC-I:J18-U01 2005-11-21-09.58.42.913032 R40-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595923 2005.11.21 R50-M1-NC-I:J18-U11 2005-11-21-09.58.43.104676 R50-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595923 2005.11.21 R50-M1-NC-I:J18-U01 2005-11-21-09.58.43.402188 R50-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595923 2005.11.21 R20-M1-N4-I:J18-U11 2005-11-21-09.58.43.578327 R20-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595923 2005.11.21 R20-M1-N4-I:J18-U01 2005-11-21-09.58.43.751831 R20-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595923 2005.11.21 R30-M0-N4-I:J18-U01 2005-11-21-09.58.43.968713 R30-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595924 2005.11.21 R30-M0-N8-I:J18-U11 2005-11-21-09.58.44.149208 R30-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595924 2005.11.21 R30-M0-N8-I:J18-U01 2005-11-21-09.58.44.350543 R30-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595924 2005.11.21 R60-M1-N8-I:J18-U11 2005-11-21-09.58.44.567551 R60-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595924 2005.11.21 R60-M1-N8-I:J18-U01 2005-11-21-09.58.44.747299 R60-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595924 2005.11.21 R60-M1-N0-I:J18-U11 2005-11-21-09.58.44.934576 R60-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595925 2005.11.21 R60-M1-N0-I:J18-U01 2005-11-21-09.58.45.118779 R60-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595925 2005.11.21 R70-M0-N4-I:J18-U11 2005-11-21-09.58.45.353158 R70-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001ba
- 1132595925 2005.11.21 R70-M0-N4-I:J18-U01 2005-11-21-09.58.45.531411 R70-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595925 2005.11.21 R70-M0-NC-I:J18-U11 2005-11-21-09.58.45.728008 R70-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595925 2005.11.21 R70-M0-N0-I:J18-U01 2005-11-21-09.58.45.929447 R70-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595926 2005.11.21 R50-M1-N4-I:J18-U01 2005-11-21-09.58.46.159337 R50-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595926 2005.11.21 R50-M1-N8-I:J18-U11 2005-11-21-09.58.46.339806 R50-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595926 2005.11.21 R10-M1-NC-I:J18-U01 2005-11-21-09.58.46.541038 R10-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595926 2005.11.21 R10-M1-N8-I:J18-U11 2005-11-21-09.58.46.731189 R10-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595926 2005.11.21 R10-M1-N8-I:J18-U01 2005-11-21-09.58.46.905789 R10-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595927 2005.11.21 R10-M1-N4-I:J18-U11 2005-11-21-09.58.47.078587 R10-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595927 2005.11.21 R10-M1-N4-I:J18-U01 2005-11-21-09.58.47.251433 R10-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595927 2005.11.21 R10-M1-N0-I:J18-U11 2005-11-21-09.58.47.419661 R10-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595927 2005.11.21 R04-M0-NC-I:J18-U01 2005-11-21-09.58.47.630108 R04-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595927 2005.11.21 R04-M0-N8-I:J18-U11 2005-11-21-09.58.47.799714 R04-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595928 2005.11.21 R77-M0-N0-I:J18-U11 2005-11-21-09.58.48.781806 R77-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595928 2005.11.21 R77-M0-N0-I:J18-U01 2005-11-21-09.58.48.948317 R77-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595929 2005.11.21 R77-M0-NC-I:J18-U11 2005-11-21-09.58.49.122286 R77-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595929 2005.11.21 R77-M0-NC-I:J18-U01 2005-11-21-09.58.49.289019 R77-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595929 2005.11.21 R77-M1-N0-I:J18-U11 2005-11-21-09.58.49.496123 R77-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595929 2005.11.21 R77-M1-N0-I:J18-U01 2005-11-21-09.58.49.666680 R77-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595929 2005.11.21 R77-M1-N8-I:J18-U01 2005-11-21-09.58.49.881231 R77-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595930 2005.11.21 R40-M1-NC-I:J18-U01 2005-11-21-09.58.50.070859 R40-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595930 2005.11.21 R41-M1-N0-I:J18-U01 2005-11-21-09.58.50.381156 R41-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595930 2005.11.21 R41-M1-N4-I:J18-U11 2005-11-21-09.58.50.561753 R41-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595930 2005.11.21 R54-M1-N0-I:J18-U11 2005-11-21-09.58.50.741605 R54-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595930 2005.11.21 R54-M1-N8-I:J18-U01 2005-11-21-09.58.50.928071 R54-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595931 2005.11.21 R53-M0-N4-I:J18-U11 2005-11-21-09.58.51.110669 R53-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595931 2005.11.21 R41-M0-N8-I:J18-U01 2005-11-21-09.58.51.315713 R41-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595931 2005.11.21 R53-M0-NC-I:J18-U11 2005-11-21-09.58.51.498276 R53-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595931 2005.11.21 R54-M0-N4-I:J18-U01 2005-11-21-09.58.51.690418 R54-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595931 2005.11.21 R54-M0-N0-I:J18-U01 2005-11-21-09.58.51.874457 R54-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595932 2005.11.21 R56-M0-N0-I:J18-U11 2005-11-21-09.58.52.053023 R56-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595932 2005.11.21 R55-M1-NC-I:J18-U11 2005-11-21-09.58.52.254213 R55-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595932 2005.11.21 R53-M1-N8-I:J18-U11 2005-11-21-09.58.52.438760 R53-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595932 2005.11.21 R56-M1-N0-I:J18-U11 2005-11-21-09.58.52.623900 R56-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595932 2005.11.21 R56-M1-N0-I:J18-U01 2005-11-21-09.58.52.791994 R56-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595932 2005.11.21 R56-M1-N4-I:J18-U11 2005-11-21-09.58.52.967118 R56-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595933 2005.11.21 R56-M1-N4-I:J18-U01 2005-11-21-09.58.53.136503 R56-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595933 2005.11.21 R56-M0-N8-I:J18-U11 2005-11-21-09.58.53.317859 R56-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595933 2005.11.21 R56-M0-N4-I:J18-U11 2005-11-21-09.58.53.515449 R56-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595933 2005.11.21 R56-M0-N4-I:J18-U01 2005-11-21-09.58.53.694280 R56-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595934 2005.11.21 R55-M1-N4-I:J18-U11 2005-11-21-09.58.54.010609 R55-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595934 2005.11.21 R55-M1-N4-I:J18-U01 2005-11-21-09.58.54.189151 R55-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595934 2005.11.21 R51-M1-N0-I:J18-U11 2005-11-21-09.58.54.357790 R51-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595934 2005.11.21 R51-M1-NC-I:J18-U01 2005-11-21-09.58.54.563059 R51-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595934 2005.11.21 R54-M1-NC-I:J18-U11 2005-11-21-09.58.54.752243 R54-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595934 2005.11.21 R54-M1-NC-I:J18-U01 2005-11-21-09.58.54.941700 R54-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595935 2005.11.21 R54-M1-N4-I:J18-U11 2005-11-21-09.58.55.110581 R54-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595935 2005.11.21 R53-M0-N0-I:J18-U01 2005-11-21-09.58.55.317154 R53-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595935 2005.11.21 R51-M1-N4-I:J18-U01 2005-11-21-09.58.55.518157 R51-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595935 2005.11.21 R53-M1-N4-I:J18-U01 2005-11-21-09.58.55.694014 R53-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595935 2005.11.21 R53-M1-NC-I:J18-U01 2005-11-21-09.58.55.882139 R53-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595936 2005.11.21 R55-M0-N4-I:J18-U11 2005-11-21-09.58.56.061635 R55-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595936 2005.11.21 R55-M0-N4-I:J18-U01 2005-11-21-09.58.56.251150 R55-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595936 2005.11.21 R45-M1-N8-I:J18-U11 2005-11-21-09.58.56.431452 R45-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595936 2005.11.21 R45-M0-N8-I:J18-U01 2005-11-21-09.58.56.609212 R45-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595936 2005.11.21 R45-M1-N4-I:J18-U01 2005-11-21-09.58.56.782257 R45-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595936 2005.11.21 R41-M1-NC-I:J18-U11 2005-11-21-09.58.56.965576 R41-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595937 2005.11.21 R41-M1-NC-I:J18-U01 2005-11-21-09.58.57.141720 R41-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595937 2005.11.21 R44-M0-N8-I:J18-U01 2005-11-21-09.58.57.307544 R44-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595937 2005.11.21 R35-M1-N0-I:J18-U11 2005-11-21-09.58.57.489812 R35-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b2
- 1132595937 2005.11.21 R44-M1-NC-I:J18-U01 2005-11-21-09.58.57.680166 R44-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
- 1132595937 2005.11.21 R55-M0-NC-I:J18-U11 2005-11-21-09.58.57.856689 R55-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b5
