1123031037 2005.08.02 R00-M0-ND 2005-08-02-18.03.57.614892 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.146497 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 04D980A5DE2FFFFF08021BE0A4E6, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.147331 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.151667 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.155048 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 04C080A78F2FFFFF0E041BD082E9, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.156185 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.161505 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 04D480A74D2FFFFF0B031B809ADF, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.258299 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 04D780A74A2FFFFF0E0B1BD04EE5, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.261705 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.265151 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 04C180A5D12FFFFF06021BE0E0E6, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.266251 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.271047 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.274436 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 04DE80A8142FFFFF0C0E1BE052E5, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.275221 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.279490 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 04CD80A7542FFFFF060B1BF052E7, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.282909 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 04D480A74D2FFFFF06101B911EE1, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.286722 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.290123 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 04D780A74A2FFFFF03091C9058F4, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.363343 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.368789 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.372916 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04DE80A8142FFFFF090C1BA08CE1, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.373727 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.378902 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 04CD80A7542FFFFF0C041B908CDF, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.382473 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04D480A74D2FFFFF0C0D1BE054E5, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.385946 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.389860 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 04D480A74D2FFFFF09091AC0DACF, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.390646 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.394505 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.398050 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 04DE80A8142FFFFF030B1BD04CE5, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.471281 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.475754 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0C081AE08CD2, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.480121 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 04D480A74D2FFFFF090C1BA08EE1, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.483796 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.487280 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04D480A74D2FFFFF05091B909CE1, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.488677 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.494099 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.497663 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 04C380A78C2FFFFF03051B6092DC, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.498460 R00-M1-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-ND 2005-08-02-18.03.58.502487 R00-M0-ND NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04D380A74E2FFFFF0E0D1C5056EE, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.505960 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 04E380A7902FFFFF09081AF08ED3, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M1-N3 2005-08-02-18.03.58.580574 R00-M1-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04D780A74A2FFFFF02071C0056E8, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.784253 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.799030 R00-M0-N4 NULL DISCOVERY ERROR Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.801431 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.806153 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J02 do not match. VPD ecid 04DD80A8152FFFFF0A091BB09AE1, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.811387 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J02 do not match. VPD ecid 04DA80A5DD2FFFFF0E0A1C204CED, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.816575 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.818831 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.823709 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J03 do not match. VPD ecid 04C380A78C2FFFFF070D1C2054EB, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.828619 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J03 do not match. VPD ecid 04C080A6402FFFFF0B061AF0CED2, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.873382 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.875731 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.880273 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J04 do not match. VPD ecid 04C080A6402FFFFF05021B119AD5, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.885336 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 04DA80A5DD2FFFFF04041BC052E3, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.890281 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.892691 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.897653 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04C080A6402FFFFF04091C4052EC, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.902575 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J05 do not match. VPD ecid 04C080A6402FFFFF0C051B508CDA, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.907566 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.909848 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.915116 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 04DD80A8152FFFFF05051BC048E4, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.969285 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 04DA80A5DD2FFFFF0C041BF04CE7, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.974370 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.976976 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.981531 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 04DD80A8152FFFFF0C061BA044E1, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.986476 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J07 do not match. VPD ecid 04C080A6402FFFFF090E1BF04EE7, found 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.991239 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.993259 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031038 2005.08.02 R00-M0-N4 2005-08-02-18.03.58.997882 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 04DA80A5DD2FFFFF0F051BB0D2E3, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.002450 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J08 do not match. VPD ecid 04C080A6402FFFFF08051B308ED6, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.007499 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J09, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.009642 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J09, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.065018 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J09 do not match. VPD ecid 04E180A5D52FFFFF080A1BC08CE4, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.069830 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J09 do not match. VPD ecid 04DD80A8152FFFFF08101BD09EE4, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.074400 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.076267 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.080749 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J10 do not match. VPD ecid 04C080A6402FFFFF0D0C1B6088DC, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.085850 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 04C380A78C2FFFFF060A1BB0A0E2, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.090373 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.092270 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.096940 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 04DD80A8152FFFFF0C0E1C3054EB, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.101497 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 04C380A78C2FFFFF0D091B509ADB, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.105953 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.158537 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.163694 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 04DA80A5DD2FFFFF0D0B1C9054F5, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.169051 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 04DA80A5DD2FFFFF0B021BD08EE4, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.173622 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.176246 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.181550 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 04C380A78C2FFFFF090D1BF056E7, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.186820 R00-M0-N4 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 04C080A6402FFFFF090A1AE0C4D1, found 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.268666 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031039 2005.08.02 R00-M0-N4 2005-08-02-18.03.59.271011 R00-M0-N4 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
