1131209515 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.51.55.770249 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4900, mask 0x08
1131209567 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.47.328674 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4140, mask 0x08
1131209567 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.47.675120 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4100, mask 0x08
1131209568 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.48.034605 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4300, mask 0x0c
1131209568 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.48.381694 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4300, mask 0x04
1131209568 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.48.728807 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4300, mask 0x08
1131209569 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.49.147346 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4520, mask 0x02
1131209569 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.49.518732 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4500, mask 0x01
1131209569 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.49.895831 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4720, mask 0x08
1131209570 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.50.266906 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4900, mask 0x04
1131209570 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.50.625795 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4b00, mask 0x01
1131209570 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.50.972490 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4d00, mask 0x02
1131209571 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.51.319652 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4f00, mask 0x08
1131209571 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.51.732495 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5100, mask 0x0d
1131209572 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.52.085910 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5540, mask 0x04
1131209572 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.52.456558 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5b60, mask 0x04
1131209572 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.52.839194 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5d40, mask 0x01
1131209573 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.53.222829 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4500, mask 0x02
1131209573 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.53.605085 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4720, mask 0x08
1131209573 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.53.952298 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4900, mask 0x04
1131209574 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.54.299553 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4b00, mask 0x01
1131209574 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.54.652311 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4d60, mask 0x04
1131209575 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.55.071739 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4f40, mask 0x09
1131209575 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.55.436918 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4500, mask 0x02
1131209575 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.55.802004 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c6360, mask 0x04
1131209576 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.56.161020 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x02824340, mask 0x04
1131209576 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.56.526265 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x12824740, mask 0x01
1131209576 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.56.907320 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4100, mask 0x08
1131209577 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.57.262026 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4300, mask 0x0c
1131209577 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.57.615294 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4500, mask 0x02
1131209577 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.57.961709 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4720, mask 0x08
1131209578 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.58.308460 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4140, mask 0x08
1131209578 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.58.668191 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4f20, mask 0x02
1131209579 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.59.039591 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4900, mask 0x06
1131209579 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.59.425985 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4b00, mask 0x01
1131209579 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.52.59.787324 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4d40, mask 0x08
1131209580 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.00.147013 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4f00, mask 0x08
1131209580 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.00.511760 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5100, mask 0x0d
1131209580 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.00.924771 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5300, mask 0x02
1131209581 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.01.330904 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x12824d00, mask 0x01
1131209581 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.01.684513 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x02824340, mask 0x04
1131209582 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.02.055467 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4100, mask 0x08
1131209582 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.02.438038 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4760, mask 0x0c
1131209582 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.02.853436 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c5920, mask 0x02
1131209583 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.03.227463 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4300, mask 0x0c
1131209583 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.03.599000 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4500, mask 0x02
1131209583 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.03.964142 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4720, mask 0x08
1131209584 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.04.335869 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4900, mask 0x02
1131209584 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.04.712545 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4b00, mask 0x01
1131209585 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.05.089666 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4d00, mask 0x02
1131209585 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.05.472552 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4f00, mask 0x08
1131209585 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.05.837251 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5100, mask 0x0d
1131209586 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.06.196307 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5300, mask 0x02
1131209586 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.06.575198 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5920, mask 0x02
1131209586 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.06.970059 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5d40, mask 0x01
1131209587 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.07.357337 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c6360, mask 0x04
1131209587 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.07.697449 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x02824340, mask 0x04
1131209588 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.08.039546 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4140, mask 0x08
1131209588 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.08.411734 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c5100, mask 0x08
1131209588 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.08.757423 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4100, mask 0x08
1131209589 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.09.105326 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4300, mask 0x0c
1131209589 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.09.447088 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4500, mask 0x02
1131209589 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.09.798970 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4720, mask 0x08
1131209590 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.10.144891 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4920, mask 0x05
1131209590 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.10.492335 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4d00, mask 0x02
1131209590 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.10.827372 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4f00, mask 0x08
1131209591 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.11.162956 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5100, mask 0x0d
1131209591 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.11.534894 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5300, mask 0x02
1131209591 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.11.880939 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5920, mask 0x02
1131209592 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.12.233553 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5d40, mask 0x01
1131209592 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.12.574867 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c6360, mask 0x04
1131209592 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.12.976764 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x02824340, mask 0x04
1131209593 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.13.300345 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x02825320, mask 0x01
1131209593 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.13.633975 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4140, mask 0x08
1131209593 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.13.969440 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4100, mask 0x08
1131209594 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.14.304753 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4300, mask 0x0c
1131209594 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.14.670388 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4500, mask 0x02
1131209595 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.15.028345 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4720, mask 0x08
1131209595 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.15.363587 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4920, mask 0x05
1131209595 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.15.692354 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4d00, mask 0x02
1131209596 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.16.021265 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4f00, mask 0x08
1131209596 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.16.369167 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5100, mask 0x0d
1131209596 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.16.709566 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5300, mask 0x02
1131209597 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.17.039093 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5920, mask 0x02
1131209597 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.17.288098 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5d40, mask 0x01
1131209597 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.17.522253 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c6360, mask 0x04
1131209597 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-08.53.17.761478 R04-M1-NF-C:J07-U11 RAS KERNEL INFO total of 1126 ddr error(s) detected and corrected
1131213803 2005.11.05 R61-M1-ND-C:J07-U11 2005-11-05-10.03.23.057774 R61-M1-ND-C:J07-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 6
1131213803 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.03.23.371939 R04-M1-NF-C:J07-U11 RAS KERNEL INFO 5 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 5
1131213803 2005.11.05 R55-M1-N7-C:J14-U11 2005-11-05-10.03.23.922774 R55-M1-N7-C:J14-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 20, bit 5
1131213804 2005.11.05 R73-M1-N1-C:J16-U11 2005-11-05-10.03.24.032609 R73-M1-N1-C:J16-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 1
1131213805 2005.11.05 R55-M0-N9-C:J06-U11 2005-11-05-10.03.25.252100 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected
1131213805 2005.11.05 R55-M0-N9-C:J06-U11 2005-11-05-10.03.25.373708 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 5 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
1131213806 2005.11.05 R61-M1-ND-C:J07-U11 2005-11-05-10.03.26.383857 R61-M1-ND-C:J07-U11 RAS KERNEL INFO CE sym 35, at 0x0d94da40, mask 0x02
1131213806 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.03.26.702832 R04-M1-NF-C:J07-U11 RAS KERNEL INFO 11 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 7
1131213806 2005.11.05 R55-M1-N7-C:J14-U11 2005-11-05-10.03.26.854926 R55-M1-N7-C:J14-U11 RAS KERNEL INFO CE sym 20, at 0x0a1b4e80, mask 0x04
1131213806 2005.11.05 R25-M1-N3-C:J12-U11 2005-11-05-10.03.26.974219 R25-M1-N3-C:J12-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 6
1131213807 2005.11.05 R73-M1-N1-C:J16-U11 2005-11-05-10.03.27.088315 R73-M1-N1-C:J16-U11 RAS KERNEL INFO CE sym 2, at 0x00130980, mask 0x40
1131213811 2005.11.05 R55-M0-N9-C:J06-U11 2005-11-05-10.03.31.976923 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 5 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
1131213812 2005.11.05 R16-M1-N2-C:J04-U11 2005-11-05-10.03.32.421976 R16-M1-N2-C:J04-U11 RAS KERNEL INFO 8 torus processor sram reception error(s) (dcr 0x02fc) detected and corrected
1131213813 2005.11.05 R61-M1-ND-C:J07-U11 2005-11-05-10.03.33.652701 R61-M1-ND-C:J07-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
1131213813 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.03.33.756684 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4160, mask 0x01
1131213813 2005.11.05 R55-M1-N7-C:J14-U11 2005-11-05-10.03.33.855501 R55-M1-N7-C:J14-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
1131213813 2005.11.05 R25-M1-N3-C:J12-U11 2005-11-05-10.03.33.941014 R25-M1-N3-C:J12-U11 RAS KERNEL INFO CE sym 33, at 0x1ab3c520, mask 0x02
1131213814 2005.11.05 R73-M1-N1-C:J16-U11 2005-11-05-10.03.34.030158 R73-M1-N1-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
1131213824 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.03.44.531555 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x127c4300, mask 0x05
1131213824 2005.11.05 R25-M1-N3-C:J12-U11 2005-11-05-10.03.44.627106 R25-M1-N3-C:J12-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
1131213835 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.03.55.788790 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4120, mask 0x01
1131213852 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.12.648473 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4300, mask 0x04
1131213860 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.20.680165 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4500, mask 0x01
1131213865 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.25.274395 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4760, mask 0x04
1131213865 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.25.518908 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4920, mask 0x01
1131213865 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.25.770643 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4b20, mask 0x01
1131213866 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.26.016149 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4d00, mask 0x01
1131213866 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.26.267323 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c4f40, mask 0x01
1131213866 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.26.517506 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5100, mask 0x05
1131213867 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.27.051145 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5320, mask 0x01
1131213867 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.27.354538 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c5f60, mask 0x01
1131213867 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.27.607009 R04-M1-NF-C:J07-U11 RAS KERNEL INFO CE sym 18, at 0x027c6360, mask 0x04
1131213867 2005.11.05 R04-M1-NF-C:J07-U11 2005-11-05-10.04.27.852705 R04-M1-NF-C:J07-U11 RAS KERNEL INFO total of 14 ddr error(s) detected and corrected
1131215673 2005.11.05 R55-M1-N7-C:J14-U11 2005-11-05-10.34.33.440012 R55-M1-N7-C:J14-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 20, bit 5
1131215673 2005.11.05 R73-M1-N1-C:J16-U11 2005-11-05-10.34.33.540709 R73-M1-N1-C:J16-U11 RAS KERNEL INFO 15 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 1
1131215674 2005.11.05 R07-M0-N4-C:J17-U01 2005-11-05-10.34.34.557323 R07-M0-N4-C:J17-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 14, bit 0
1131215674 2005.11.05 R70-M0-NF-C:J05-U11 2005-11-05-10.34.34.658394 R70-M0-NF-C:J05-U11 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 7
1131215674 2005.11.05 R55-M1-N7-C:J14-U11 2005-11-05-10.34.34.842855 R55-M1-N7-C:J14-U11 RAS KERNEL INFO CE sym 20, at 0x0a1b4e80, mask 0x04
1131215674 2005.11.05 R64-M1-N1-C:J14-U11 2005-11-05-10.34.34.947228 R64-M1-N1-C:J14-U11 RAS KERNEL INFO 7 ddr errors(s) detected and corrected on rank 0, symbol 16, bit 0
1131215675 2005.11.05 R61-M0-N9-C:J16-U11 2005-11-05-10.34.35.258057 R61-M0-N9-C:J16-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 30, bit 1
1131215675 2005.11.05 R73-M1-N1-C:J16-U11 2005-11-05-10.34.35.351546 R73-M1-N1-C:J16-U11 RAS KERNEL INFO CE sym 2, at 0x00130980, mask 0x40
1131215675 2005.11.05 R55-M0-N9-C:J06-U11 2005-11-05-10.34.35.653143 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 torus receiver x- input pipe error(s) (dcr 0x02ed) detected and corrected
1131215675 2005.11.05 R55-M0-N9-C:J06-U11 2005-11-05-10.34.35.752425 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 4 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
1131215675 2005.11.05 R55-M0-N9-C:J02-U11 2005-11-05-10.34.35.873857 R55-M0-N9-C:J02-U11 RAS KERNEL INFO 1 torus sender x- retransmission error(s) (dcr 0x02f5) detected and corrected
1131215676 2005.11.05 R70-M1-N1-C:J06-U11 2005-11-05-10.34.36.417987 R70-M1-N1-C:J06-U11 RAS KERNEL INFO 12 ddr errors(s) detected and corrected on rank 0, symbol 20, bit 7
1131215676 2005.11.05 R16-M1-N2-C:J04-U11 2005-11-05-10.34.36.635063 R16-M1-N2-C:J04-U11 RAS KERNEL INFO 3 torus processor sram reception error(s) (dcr 0x02fc) detected and corrected
1131215677 2005.11.05 R07-M0-N4-C:J17-U01 2005-11-05-10.34.37.714551 R07-M0-N4-C:J17-U01 RAS KERNEL INFO CE sym 14, at 0x1138c220, mask 0x80
1131215677 2005.11.05 R70-M0-NF-C:J05-U11 2005-11-05-10.34.37.817203 R70-M0-NF-C:J05-U11 RAS KERNEL INFO CE sym 23, at 0x11bfe860, mask 0x01
1131215678 2005.11.05 R55-M1-N7-C:J14-U11 2005-11-05-10.34.38.020889 R55-M1-N7-C:J14-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
1131215678 2005.11.05 R64-M1-N1-C:J14-U11 2005-11-05-10.34.38.211324 R64-M1-N1-C:J14-U11 RAS KERNEL INFO CE sym 16, at 0x12011320, mask 0x80
1131215678 2005.11.05 R61-M0-N9-C:J16-U11 2005-11-05-10.34.38.529383 R61-M0-N9-C:J16-U11 RAS KERNEL INFO CE sym 30, at 0x1121d1a0, mask 0x40
1131215678 2005.11.05 R73-M1-N1-C:J16-U11 2005-11-05-10.34.38.613066 R73-M1-N1-C:J16-U11 RAS KERNEL INFO CE sym 2, at 0x00130980, mask 0x40
1131215678 2005.11.05 R55-M0-N9-C:J06-U11 2005-11-05-10.34.38.888103 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected
1131215679 2005.11.05 R55-M0-N9-C:J06-U11 2005-11-05-10.34.39.001472 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 torus receiver y- input pipe error(s) (dcr 0x02ef) detected and corrected
1131215679 2005.11.05 R70-M1-N1-C:J06-U11 2005-11-05-10.34.39.204101 R70-M1-N1-C:J06-U11 RAS KERNEL INFO CE sym 20, at 0x0604c180, mask 0x01
1131215680 2005.11.05 R07-M0-N4-C:J17-U01 2005-11-05-10.34.40.007192 R07-M0-N4-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
