- 1131566463 2005.11.09 cn142 Nov 9 12:01:03 cn142/cn142 ntpd[7467]: synchronized to 10.100.20.250, stratum 3
- 1131568025 2005.11.09 cn740 Nov 9 12:27:05 cn740/cn740 ntpd[28764]: synchronized to 10.100.18.250, stratum 3
- 1131568026 2005.11.09 bn977 Nov 9 12:27:06 bn977/bn977 ntpd[14424]: synchronized to 10.100.16.250, stratum 3
- 1131568031 2005.11.09 cn291 Nov 9 12:27:11 cn291/cn291 ntpd[24257]: synchronized to 10.100.20.250, stratum 3
- 1131568033 2005.11.09 cn806 Nov 9 12:27:13 cn806/cn806 ntpd[28601]: synchronized to 10.100.16.250, stratum 3
- 1131568034 2005.11.09 bn856 Nov 9 12:27:14 bn856/bn856 ntpd[30507]: synchronized to 10.100.18.250, stratum 3
- 1131568039 2005.11.09 bn970 Nov 9 12:27:19 bn970/bn970 ntpd[15506]: synchronized to 10.100.16.250, stratum 3
- 1131568042 2005.11.09 cn863 Nov 9 12:27:22 cn863/cn863 ntpd[27569]: synchronized to 10.100.16.250, stratum 3
- 1131568044 2005.11.09 cn607 Nov 9 12:27:24 cn607/cn607 ntpd[18219]: synchronized to 10.100.18.250, stratum 3
- 1131568046 2005.11.09 cn523 Nov 9 12:27:26 cn523/cn523 ntpd[16033]: synchronized to 10.100.16.250, stratum 3
- 1131568048 2005.11.09 bn411 Nov 9 12:27:28 bn411/bn411 ntpd[29407]: synchronized to 10.100.18.250, stratum 3
- 1131568049 2005.11.09 bn161 Nov 9 12:27:29 bn161/bn161 ntpd[22774]: synchronized to 10.100.16.250, stratum 3
- 1131568049 2005.11.09 cn959 Nov 9 12:27:29 cn959/cn959 ntpd[19944]: synchronized to 10.100.18.250, stratum 3
- 1131568052 2005.11.09 cn712 Nov 9 12:27:32 cn712/cn712 ntpd[19107]: synchronized to 10.100.22.250, stratum 3
- 1131568054 2005.11.09 bn925 Nov 9 12:27:34 bn925/bn925 ntpd[25077]: synchronized to 10.100.16.250, stratum 3
- 1131568056 2005.11.09 cn136 Nov 9 12:27:36 cn136/cn136 ntpd[28840]: synchronized to 10.100.22.250, stratum 3
- 1131568057 2005.11.09 bn57 Nov 9 12:27:37 bn57/bn57 ntpd[22475]: synchronized to 10.100.20.250, stratum 3
- 1131568057 2005.11.09 bn816 Nov 9 12:27:37 bn816/bn816 ntpd[23184]: synchronized to 10.100.16.250, stratum 3
- 1131568059 2005.11.09 bn750 Nov 9 12:27:39 bn750/bn750 ntpd[22883]: synchronized to 10.100.16.250, stratum 3
- 1131568063 2005.11.09 bn305 Nov 9 12:27:43 bn305/bn305 ntpd[22840]: synchronized to 10.100.20.250, stratum 3
- 1131568067 2005.11.09 bn917 Nov 9 12:27:47 bn917/bn917 ntpd[25023]: synchronized to 10.100.16.250, stratum 3
- 1131568068 2005.11.09 cn572 Nov 9 12:27:48 cn572/cn572 ntpd[15486]: synchronized to 10.100.22.250, stratum 3
- 1131568070 2005.11.09 bn1024 Nov 9 12:27:50 bn1024/bn1024 ntpd[25505]: synchronized to 10.100.12.250, stratum 3
- 1131568071 2005.11.09 cn30 Nov 9 12:27:51 cn30/cn30 ntpd[17395]: synchronized to 10.100.22.250, stratum 3
- 1131568073 2005.11.09 bn964 Nov 9 12:27:53 bn964/bn964 ntpd[15605]: synchronized to 10.100.20.250, stratum 3
- 1131568073 2005.11.09 cn364 Nov 9 12:27:53 cn364/cn364 ntpd[11149]: synchronized to 10.100.22.250, stratum 3
- 1131568075 2005.11.09 cn915 Nov 9 12:27:55 cn915/cn915 ntpd[28946]: synchronized to 10.100.20.250, stratum 3
- 1131568080 2005.11.09 cn70 Nov 9 12:28:00 cn70/cn70 ntpd[14578]: synchronized to 10.100.22.250, stratum 3
- 1131568081 2005.11.09 bn87 Nov 9 12:28:01 bn87/bn87 ntpd[22630]: synchronized to 10.100.18.250, stratum 3
- 1131568083 2005.11.09 bn795 Nov 9 12:28:03 bn795/bn795 ntpd[23670]: synchronized to 10.100.16.250, stratum 3
- 1131568083 2005.11.09 cn854 Nov 9 12:28:03 cn854/cn854 ntpd[28269]: synchronized to 10.100.22.250, stratum 3
- 1131568089 2005.11.09 cn691 Nov 9 12:28:09 cn691/cn691 ntpd[19243]: synchronized to 10.100.18.250, stratum 3
- 1131568091 2005.11.09 cn5 Nov 9 12:28:11 cn5/cn5 ntpd[14426]: synchronized to 10.100.18.250, stratum 3
- 1131568091 2005.11.09 cn854 Nov 9 12:28:11 cn854/cn854 ntpd[28269]: synchronized to 10.100.18.250, stratum 3
- 1131568096 2005.11.09 bn38 Nov 9 12:28:16 bn38/bn38 ntpd[22638]: synchronized to 10.100.22.250, stratum 3
- 1131568100 2005.11.09 cn159 Nov 9 12:28:20 cn159/cn159 ntpd[5971]: synchronized to 10.100.20.250, stratum 3
- 1131568102 2005.11.09 bn780 Nov 9 12:28:22 bn780/bn780 ntpd[24873]: synchronized to 10.100.16.250, stratum 3
- 1131568102 2005.11.09 cn731 Nov 9 12:28:22 cn731/cn731 ntpd[28632]: synchronized to 10.100.16.250, stratum 3
- 1131568103 2005.11.09 cn64 Nov 9 12:28:23 cn64/cn64 ntpd[14668]: synchronized to 10.100.16.250, stratum 3
- 1131568105 2005.11.09 cn258 Nov 9 12:28:25 cn258/cn258 ntpd[11441]: synchronized to 10.100.18.250, stratum 3
- 1131568105 2005.11.09 cn824 Nov 9 12:28:25 cn824/cn824 ntpd[28608]: synchronized to 10.100.16.250, stratum 3
- 1131568106 2005.11.09 bn182 Nov 9 12:28:26 bn182/bn182 ntpd[24344]: synchronized to 10.100.14.250, stratum 3
- 1131568106 2005.11.09 bn339 Nov 9 12:28:26 bn339/bn339 ntpd[29022]: synchronized to 10.100.18.250, stratum 3
- 1131568107 2005.11.09 cn806 Nov 9 12:28:27 cn806/cn806 ntpd[28601]: synchronized to 10.100.18.250, stratum 3
- 1131568109 2005.11.09 cn701 Nov 9 12:28:29 cn701/cn701 ntpd[19333]: synchronized to 10.100.18.250, stratum 3
- 1131568109 2005.11.09 cn870 Nov 9 12:28:29 cn870/cn870 ntpd[28510]: synchronized to 10.100.22.250, stratum 3
- 1131568110 2005.11.09 bn93 Nov 9 12:28:30 bn93/bn93 ntpd[22271]: synchronized to 10.100.22.250, stratum 3
- 1131568113 2005.11.09 cn328 Nov 9 12:28:33 cn328/cn328 ntpd[24363]: synchronized to 10.100.18.250, stratum 3
- 1131568115 2005.11.09 bn327 Nov 9 12:28:35 bn327/bn327 ntpd[29577]: synchronized to 10.100.16.250, stratum 3
- 1131568115 2005.11.09 cn850 Nov 9 12:28:35 cn850/cn850 ntpd[28230]: synchronized to 10.100.22.250, stratum 3
- 1131568116 2005.11.09 bn346 Nov 9 12:28:36 bn346/bn346 ntpd[28647]: synchronized to 10.100.18.250, stratum 3
- 1131568117 2005.11.09 cn929 Nov 9 12:28:37 cn929/cn929 ntpd[29081]: synchronized to 10.100.18.250, stratum 3
- 1131568119 2005.11.09 cn615 Nov 9 12:28:39 cn615/cn615 ntpd[18517]: synchronized to 10.100.22.250, stratum 3
- 1131568119 2005.11.09 cn818 Nov 9 12:28:39 cn818/cn818 ntpd[28669]: synchronized to 10.100.20.250, stratum 3
- 1131568120 2005.11.09 bn93 Nov 9 12:28:40 bn93/bn93 ntpd[22271]: synchronized to 10.100.18.250, stratum 3
- 1131568120 2005.11.09 cn123 Nov 9 12:28:40 cn123/cn123 ntpd[20674]: synchronized to 10.100.18.250, stratum 3
- 1131568120 2005.11.09 cn324 Nov 9 12:28:40 cn324/cn324 ntpd[26026]: synchronized to 10.100.22.250, stratum 3
- 1131568121 2005.11.09 cn738 Nov 9 12:28:41 cn738/cn738 ntpd[29056]: synchronized to 10.100.22.250, stratum 3
- 1131568122 2005.11.09 bn505 Nov 9 12:28:42 bn505/bn505 ntpd[11849]: synchronized to 10.100.18.250, stratum 3
- 1131568122 2005.11.09 cn249 Nov 9 12:28:42 cn249/cn249 ntpd[10621]: synchronized to 10.100.18.250, stratum 3
- 1131568123 2005.11.09 bn51 Nov 9 12:28:43 bn51/bn51 ntpd[22922]: synchronized to 10.100.20.250, stratum 3
- 1131568123 2005.11.09 cn824 Nov 9 12:28:43 cn824/cn824 ntpd[28608]: synchronized to 10.100.22.250, stratum 3
- 1131568124 2005.11.09 cn134 Nov 9 12:28:44 cn134/cn134 ntpd[29019]: synchronized to 10.100.22.250, stratum 3
- 1131568124 2005.11.09 cn243 Nov 9 12:28:44 cn243/cn243 ntpd[10804]: synchronized to 10.100.16.250, stratum 3
- 1131568124 2005.11.09 cn490 Nov 9 12:28:44 cn490/cn490 ntpd[17427]: synchronized to 10.100.22.250, stratum 3
- 1131568126 2005.11.09 cn990 Nov 9 12:28:46 cn990/cn990 ntpd[18995]: synchronized to 10.100.18.250, stratum 3
- 1131568127 2005.11.09 cn295 Nov 9 12:28:47 cn295/cn295 ntpd[24584]: synchronized to 10.100.16.250, stratum 3
- 1131568134 2005.11.09 bn171 Nov 9 12:28:54 bn171/bn171 ntpd[22635]: synchronized to 10.100.16.250, stratum 3
- 1131568141 2005.11.09 bn382 Nov 9 12:29:01 bn382/bn382 ntpd[29290]: synchronized to 10.100.16.250, stratum 3
- 1131568141 2005.11.09 cn398 Nov 9 12:29:01 cn398/cn398 ntpd[12747]: synchronized to 10.100.18.250, stratum 3
- 1131568141 2005.11.09 cn692 Nov 9 12:29:01 cn692/cn692 ntpd[17144]: synchronized to 10.100.22.250, stratum 3
- 1131568146 2005.11.09 bn962 Nov 9 12:29:06 bn962/bn962 ntpd[16075]: synchronized to 10.100.12.250, stratum 3
- 1131568149 2005.11.09 cn967 Nov 9 12:29:09 cn967/cn967 ntpd[19908]: synchronized to 10.100.16.250, stratum 3
- 1131568153 2005.11.09 bn48 Nov 9 12:29:13 bn48/bn48 ntpd[2471]: synchronized to 10.100.10.250, stratum 3
- 1131568158 2005.11.09 cn5 Nov 9 12:29:18 cn5/cn5 ntpd[14426]: synchronized to 10.100.22.250, stratum 3
- 1131568160 2005.11.09 bn382 Nov 9 12:29:20 bn382/bn382 ntpd[29290]: synchronized to 10.100.20.250, stratum 3
- 1131568160 2005.11.09 cn302 Nov 9 12:29:20 cn302/cn302 ntpd[23306]: synchronized to 10.100.22.250, stratum 3
- 1131568163 2005.11.09 bn801 Nov 9 12:29:23 bn801/bn801 ntpd[23830]: synchronized to 10.100.20.250, stratum 3
- 1131568165 2005.11.09 bn917 Nov 9 12:29:25 bn917/bn917 ntpd[25023]: synchronized to 10.100.22.250, stratum 3
- 1131568168 2005.11.09 cn11 Nov 9 12:29:28 cn11/cn11 ntpd[12749]: synchronized to 10.100.22.250, stratum 3
- 1131568169 2005.11.09 cn757 Nov 9 12:29:29 cn757/cn757 ntpd[31228]: synchronized to 10.100.22.250, stratum 3
- 1131568170 2005.11.09 cn180 Nov 9 12:29:30 cn180/cn180 ntpd[15021]: synchronized to 10.100.16.250, stratum 3
- 1131568172 2005.11.09 cn812 Nov 9 12:29:32 cn812/cn812 ntpd[28606]: synchronized to 10.100.20.250, stratum 3
- 1131568182 2005.11.09 cn947 Nov 9 12:29:42 cn947/cn947 ntpd[19822]: synchronized to 10.100.18.250, stratum 3
- 1131568186 2005.11.09 bn402 Nov 9 12:29:46 bn402/bn402 ntpd[28883]: synchronized to 10.100.20.250, stratum 3
- 1131568187 2005.11.09 cn45 Nov 9 12:29:47 cn45/cn45 ntpd[15365]: synchronized to 10.100.18.250, stratum 3
- 1131568188 2005.11.09 bn993 Nov 9 12:29:48 bn993/bn993 ntpd[14363]: synchronized to 10.100.10.250, stratum 3
- 1131568190 2005.11.09 cn205 Nov 9 12:29:50 cn205/cn205 ntpd[20490]: synchronized to 10.100.18.250, stratum 3
- 1131568190 2005.11.09 cn301 Nov 9 12:29:50 cn301/cn301 ntpd[22898]: synchronized to 10.100.18.250, stratum 3
- 1131568194 2005.11.09 bn338 Nov 9 12:29:54 bn338/bn338 ntpd[29108]: synchronized to 10.100.18.250, stratum 3
- 1131568195 2005.11.09 bn240 Nov 9 12:29:55 bn240/bn240 ntpd[23862]: synchronized to 10.100.20.250, stratum 3
- 1131568196 2005.11.09 cn199 Nov 9 12:29:56 cn199/cn199 ntpd[20202]: synchronized to 10.100.18.250, stratum 3
- 1131568201 2005.11.09 cn12 Nov 9 12:30:01 cn12/cn12 ntpd[14571]: synchronized to 10.100.20.250, stratum 3
- 1131568201 2005.11.09 cn581 Nov 9 12:30:01 cn581/cn581 ntpd[18678]: synchronized to 10.100.18.250, stratum 3
- 1131568201 2005.11.09 cn884 Nov 9 12:30:01 cn884/cn884 ntpd[32661]: synchronized to 10.100.18.250, stratum 3
- 1131568202 2005.11.09 bn911 Nov 9 12:30:02 bn911/bn911 ntpd[24230]: synchronized to 10.100.16.250, stratum 3
- 1131568203 2005.11.09 bn153 Nov 9 12:30:03 bn153/bn153 ntpd[22993]: synchronized to 10.100.18.250, stratum 3
- 1131568206 2005.11.09 cn616 Nov 9 12:30:06 cn616/cn616 ntpd[18387]: synchronized to 10.100.20.250, stratum 3
- 1131568208 2005.11.09 cn859 Nov 9 12:30:08 cn859/cn859 ntpd[28794]: synchronized to 10.100.22.250, stratum 3
- 1131568209 2005.11.09 bn253 Nov 9 12:30:09 bn253/bn253 ntpd[23014]: synchronized to 10.100.22.250, stratum 3
- 1131568209 2005.11.09 cn314 Nov 9 12:30:09 cn314/cn314 ntpd[23612]: synchronized to 10.100.16.250, stratum 3
- 1131568209 2005.11.09 cn534 Nov 9 12:30:09 cn534/cn534 ntpd[16244]: synchronized to 10.100.18.250, stratum 3
- 1131568210 2005.11.09 bn113 Nov 9 12:30:10 bn113/bn113 ntpd[22387]: synchronized to 10.100.22.250, stratum 3
- 1131568211 2005.11.09 cn380 Nov 9 12:30:11 cn380/cn380 ntpd[10107]: synchronized to 10.100.18.250, stratum 3
- 1131568213 2005.11.09 bn401 Nov 9 12:30:13 bn401/bn401 ntpd[28876]: synchronized to 10.100.16.250, stratum 3
- 1131568214 2005.11.09 bn313 Nov 9 12:30:14 bn313/bn313 ntpd[30192]: synchronized to 10.100.16.250, stratum 3
- 1131568218 2005.11.09 cn572 Nov 9 12:30:18 cn572/cn572 ntpd[15486]: synchronized to 10.100.16.250, stratum 3
- 1131568219 2005.11.09 cn572 Nov 9 12:30:19 cn572/cn572 ntpd[15486]: synchronized to 10.100.20.250, stratum 3
- 1131568221 2005.11.09 cn568 Nov 9 12:30:21 cn568/cn568 ntpd[17942]: synchronized to 10.100.22.250, stratum 3
- 1131568222 2005.11.09 cn572 Nov 9 12:30:22 cn572/cn572 ntpd[15486]: synchronized to 10.100.22.250, stratum 3
- 1131568222 2005.11.09 cn859 Nov 9 12:30:22 cn859/cn859 ntpd[28794]: synchronized to 10.100.16.250, stratum 3
- 1131568224 2005.11.09 bn879 Nov 9 12:30:24 bn879/bn879 ntpd[24606]: synchronized to 10.100.16.250, stratum 3
- 1131568226 2005.11.09 cn901 Nov 9 12:30:26 cn901/cn901 ntpd[28719]: synchronized to 10.100.18.250, stratum 3
- 1131568230 2005.11.09 bn90 Nov 9 12:30:30 bn90/bn90 ntpd[22838]: synchronized to 10.100.16.250, stratum 3
- 1131568231 2005.11.09 bn879 Nov 9 12:30:31 bn879/bn879 ntpd[24606]: synchronized to 10.100.18.250, stratum 3
- 1131568233 2005.11.09 bn979 Nov 9 12:30:33 bn979/bn979 ntpd[14340]: synchronized to 10.100.20.250, stratum 3
- 1131568233 2005.11.09 cn252 Nov 9 12:30:33 cn252/cn252 ntpd[10858]: synchronized to 10.100.18.250, stratum 3
- 1131568235 2005.11.09 bn189 Nov 9 12:30:35 bn189/bn189 ntpd[22033]: synchronized to 10.100.16.250, stratum 3
- 1131568236 2005.11.09 cn305 Nov 9 12:30:36 cn305/cn305 ntpd[32659]: synchronized to 10.100.20.250, stratum 3
- 1131568238 2005.11.09 cn811 Nov 9 12:30:38 cn811/cn811 ntpd[13001]: synchronized to 10.100.16.250, stratum 3
- 1131568239 2005.11.09 bn403 Nov 9 12:30:39 bn403/bn403 ntpd[28876]: synchronized to 10.100.18.250, stratum 3
- 1131568244 2005.11.09 bn703 Nov 9 12:30:44 bn703/bn703 ntpd[21338]: synchronized to 10.100.18.250, stratum 3
- 1131568244 2005.11.09 cn453 Nov 9 12:30:44 cn453/cn453 ntpd[11120]: synchronized to 10.100.22.250, stratum 3
- 1131568245 2005.11.09 cn51 Nov 9 12:30:45 cn51/cn51 ntpd[15609]: synchronized to 10.100.16.250, stratum 3
- 1131568245 2005.11.09 cn655 Nov 9 12:30:45 cn655/cn655 ntpd[18484]: synchronized to 10.100.16.250, stratum 3
- 1131568249 2005.11.09 cn767 Nov 9 12:30:49 cn767/cn767 ntpd[30341]: synchronized to 10.100.18.250, stratum 3
- 1131568250 2005.11.09 bn14 Nov 9 12:30:50 bn14/bn14 ntpd[22430]: synchronized to 10.100.18.250, stratum 3
- 1131568251 2005.11.09 bn211 Nov 9 12:30:51 bn211/bn211 ntpd[22411]: synchronized to 10.100.18.250, stratum 3
- 1131568256 2005.11.09 cn320 Nov 9 12:30:56 cn320/cn320 ntpd[22814]: synchronized to 10.100.16.250, stratum 3
- 1131568258 2005.11.09 cn225 Nov 9 12:30:58 cn225/cn225 ntpd[10661]: synchronized to 10.100.22.250, stratum 3
- 1131568258 2005.11.09 cn860 Nov 9 12:30:58 cn860/cn860 ntpd[28048]: synchronized to 10.100.22.250, stratum 3
- 1131568261 2005.11.09 cn357 Nov 9 12:31:01 cn357/cn357 ntpd[9795]: synchronized to 10.100.16.250, stratum 3
- 1131568263 2005.11.09 cn269 Nov 9 12:31:03 cn269/cn269 ntpd[12178]: synchronized to 10.100.16.250, stratum 3
- 1131568263 2005.11.09 cn269 Nov 9 12:31:03 cn269/cn269 ntpd[12178]: synchronized to 10.100.22.250, stratum 3
- 1131568265 2005.11.09 cn983 Nov 9 12:31:05 cn983/cn983 ntpd[19282]: synchronized to 10.100.18.250, stratum 3
- 1131568267 2005.11.09 bn872 Nov 9 12:31:07 bn872/bn872 ntpd[25564]: synchronized to 10.100.16.250, stratum 3
- 1131568270 2005.11.09 bn633 Nov 9 12:31:10 bn633/bn633 ntpd[23704]: synchronized to 10.100.22.250, stratum 3
- 1131568271 2005.11.09 cn285 Nov 9 12:31:11 cn285/cn285 ntpd[26823]: synchronized to 10.100.18.250, stratum 3
- 1131568278 2005.11.09 cn199 Nov 9 12:31:18 cn199/cn199 ntpd[20202]: synchronized to 10.100.20.250, stratum 3
- 1131568279 2005.11.09 cn781 Nov 9 12:31:19 cn781/cn781 ntpd[28607]: synchronized to 10.100.16.250, stratum 3
- 1131568285 2005.11.09 cn539 Nov 9 12:31:25 cn539/cn539 ntpd[15315]: synchronized to 10.100.20.250, stratum 3
- 1131568290 2005.11.09 cn539 Nov 9 12:31:30 cn539/cn539 ntpd[15315]: synchronized to 10.100.18.250, stratum 3
- 1131568292 2005.11.09 cn585 Nov 9 12:31:32 cn585/cn585 ntpd[18604]: synchronized to 10.100.16.250, stratum 3
- 1131568293 2005.11.09 bn934 Nov 9 12:31:33 bn934/bn934 ntpd[26315]: synchronized to 10.100.22.250, stratum 3
- 1131568293 2005.11.09 cn282 Nov 9 12:31:33 cn282/cn282 ntpd[12176]: synchronized to 10.100.16.250, stratum 3
- 1131568293 2005.11.09 cn702 Nov 9 12:31:33 cn702/cn702 ntpd[19341]: synchronized to 10.100.18.250, stratum 3
- 1131568294 2005.11.09 cn152 Nov 9 12:31:34 cn152/cn152 ntpd[10953]: synchronized to 10.100.18.250, stratum 3
- 1131568298 2005.11.09 cn76 Nov 9 12:31:38 cn76/cn76 ntpd[17699]: synchronized to 10.100.18.250, stratum 3
- 1131568306 2005.11.09 bn210 Nov 9 12:31:46 bn210/bn210 ntpd[31625]: synchronized to 10.100.8.250, stratum 3
- 1131568306 2005.11.09 cn114 Nov 9 12:31:46 cn114/cn114 ntpd[20519]: synchronized to 10.100.18.250, stratum 3
- 1131568306 2005.11.09 cn446 Nov 9 12:31:46 cn446/cn446 ntpd[12193]: synchronized to 10.100.16.250, stratum 3
- 1131568309 2005.11.09 bn970 Nov 9 12:31:49 bn970/bn970 ntpd[15506]: synchronized to 10.100.22.250, stratum 3
- 1131568312 2005.11.09 bn880 Nov 9 12:31:52 bn880/bn880 ntpd[1799]: synchronized to 10.100.12.250, stratum 3
- 1131568318 2005.11.09 cn576 Nov 9 12:31:58 cn576/cn576 ntpd[17974]: synchronized to 10.100.16.250, stratum 3
- 1131568320 2005.11.09 cn51 Nov 9 12:32:00 cn51/cn51 ntpd[15609]: synchronized to 10.100.22.250, stratum 3
- 1131568320 2005.11.09 cn576 Nov 9 12:32:00 cn576/cn576 ntpd[17974]: synchronized to 10.100.22.250, stratum 3
- 1131568325 2005.11.09 bn343 Nov 9 12:32:05 bn343/bn343 ntpd[28723]: synchronized to 10.100.18.250, stratum 3
- 1131568326 2005.11.09 cn274 Nov 9 12:32:06 cn274/cn274 ntpd[10560]: synchronized to 10.100.16.250, stratum 3
- 1131568327 2005.11.09 cn524 Nov 9 12:32:07 cn524/cn524 ntpd[15917]: synchronized to 10.100.18.250, stratum 3
- 1131568328 2005.11.09 bn161 Nov 9 12:32:08 bn161/bn161 ntpd[22774]: synchronized to 10.100.22.250, stratum 3
- 1131568328 2005.11.09 cn626 Nov 9 12:32:08 cn626/cn626 ntpd[18407]: synchronized to 10.100.22.250, stratum 3
- 1131568332 2005.11.09 cn888 Nov 9 12:32:12 cn888/cn888 ntpd[29037]: synchronized to 10.100.16.250, stratum 3
- 1131568332 2005.11.09 cn926 Nov 9 12:32:12 cn926/cn926 ntpd[28225]: synchronized to 10.100.16.250, stratum 3
- 1131568333 2005.11.09 cn918 Nov 9 12:32:13 cn918/cn918 ntpd[29960]: synchronized to 10.100.16.250, stratum 3
- 1131568343 2005.11.09 bn795 Nov 9 12:32:23 bn795/bn795 ntpd[23670]: synchronized to 10.100.20.250, stratum 3
- 1131568343 2005.11.09 cn860 Nov 9 12:32:23 cn860/cn860 ntpd[28048]: synchronized to 10.100.18.250, stratum 3
- 1131568346 2005.11.09 bn234 Nov 9 12:32:26 bn234/bn234 ntpd[23352]: synchronized to 10.100.10.250, stratum 3
- 1131568346 2005.11.09 bn35 Nov 9 12:32:26 bn35/bn35 ntpd[22710]: synchronized to 10.100.14.250, stratum 3
- 1131568350 2005.11.09 bn295 Nov 9 12:32:30 bn295/bn295 ntpd[23968]: synchronized to 10.100.8.250, stratum 3
