- 1152232683 2006.07.06 dn603 Jul 6 17:38:03 dn603/dn603 ntpd[2289]: synchronized to 10.100.30.250, stratum 3
- 1152234061 2006.07.06 dn67 Jul 6 18:01:01 dn67/dn67 crond(pam_unix)[25263]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn67 Jul 6 18:01:01 dn67/dn67 crond[25264]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn671 Jul 6 18:01:01 dn671/dn671 crond(pam_unix)[27764]: session closed for user root
- 1152234061 2006.07.06 dn672 Jul 6 18:01:01 dn672/dn672 crond(pam_unix)[27770]: session closed for user root
- 1152234061 2006.07.06 dn672 Jul 6 18:01:01 dn672/dn672 crond(pam_unix)[27770]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn672 Jul 6 18:01:01 dn672/dn672 crond[27771]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn677 Jul 6 18:01:01 dn677/dn677 crond(pam_unix)[19905]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn680 Jul 6 18:01:01 dn680/dn680 crond[19861]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn684 Jul 6 18:01:01 dn684/dn684 crond(pam_unix)[21486]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn686 Jul 6 18:01:01 dn686/dn686 crond[22207]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn687 Jul 6 18:01:01 dn687/dn687 crond(pam_unix)[3704]: session closed for user root
- 1152234061 2006.07.06 dn687 Jul 6 18:01:01 dn687/dn687 crond(pam_unix)[3704]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn694 Jul 6 18:01:01 dn694/dn694 crond[26113]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn696 Jul 6 18:01:01 dn696/dn696 crond[22420]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn698 Jul 6 18:01:01 dn698/dn698 crond(pam_unix)[22365]: session closed for user root
- 1152234061 2006.07.06 dn699 Jul 6 18:01:01 dn699/dn699 crond(pam_unix)[22576]: session closed for user root
- 1152234061 2006.07.06 dn70 Jul 6 18:01:01 dn70/dn70 crond[28726]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn701 Jul 6 18:01:01 dn701/dn701 crond[22684]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn705 Jul 6 18:01:01 dn705/dn705 crond(pam_unix)[25122]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn705 Jul 6 18:01:01 dn705/dn705 crond[25123]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn708 Jul 6 18:01:01 dn708/dn708 crond[19919]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn709 Jul 6 18:01:01 dn709/dn709 crond(pam_unix)[22196]: session closed for user root
- 1152234061 2006.07.06 dn709 Jul 6 18:01:01 dn709/dn709 crond(pam_unix)[22196]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn709 Jul 6 18:01:01 dn709/dn709 crond[22197]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn710 Jul 6 18:01:01 dn710/dn710 crond[22252]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn711 Jul 6 18:01:01 dn711/dn711 crond(pam_unix)[30997]: session closed for user root
- 1152234061 2006.07.06 dn711 Jul 6 18:01:01 dn711/dn711 crond[30998]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn712 Jul 6 18:01:01 dn712/dn712 crond(pam_unix)[22240]: session closed for user root
- 1152234061 2006.07.06 dn714 Jul 6 18:01:01 dn714/dn714 crond(pam_unix)[27750]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn715 Jul 6 18:01:01 dn715/dn715 crond(pam_unix)[27279]: session closed for user root
- 1152234061 2006.07.06 dn716 Jul 6 18:01:01 dn716/dn716 crond(pam_unix)[25007]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn718 Jul 6 18:01:01 dn718/dn718 crond(pam_unix)[26555]: session closed for user root
- 1152234061 2006.07.06 dn721 Jul 6 18:01:01 dn721/dn721 crond[20738]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn724 Jul 6 18:01:01 dn724/dn724 crond(pam_unix)[21268]: session closed for user root
- 1152234061 2006.07.06 dn724 Jul 6 18:01:01 dn724/dn724 crond(pam_unix)[21268]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn724 Jul 6 18:01:01 dn724/dn724 crond[21269]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn725 Jul 6 18:01:01 dn725/dn725 crond[21328]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn727 Jul 6 18:01:01 dn727/dn727 crond(pam_unix)[22045]: session closed for user root
- 1152234061 2006.07.06 dn727 Jul 6 18:01:01 dn727/dn727 crond(pam_unix)[22045]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn727 Jul 6 18:01:01 dn727/dn727 crond[22046]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn734 Jul 6 18:01:01 dn734/dn734 crond(pam_unix)[1157]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn734 Jul 6 18:01:01 dn734/dn734 crond[1158]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn737 Jul 6 18:01:01 dn737/dn737 crond(pam_unix)[2257]: session closed for user root
- 1152234061 2006.07.06 dn737 Jul 6 18:01:01 dn737/dn737 crond(pam_unix)[2257]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn737 Jul 6 18:01:01 dn737/dn737 crond[2258]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn741 Jul 6 18:01:01 dn741/dn741 crond[26917]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn743 Jul 6 18:01:01 dn743/dn743 crond[24740]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn744 Jul 6 18:01:01 dn744/dn744 crond(pam_unix)[32091]: session closed for user root
- 1152234061 2006.07.06 dn746 Jul 6 18:01:01 dn746/dn746 crond(pam_unix)[3625]: session closed for user root
- 1152234061 2006.07.06 dn747 Jul 6 18:01:01 dn747/dn747 crond(pam_unix)[1137]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn748 Jul 6 18:01:01 dn748/dn748 crond[3962]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn75 Jul 6 18:01:01 dn75/dn75 crond(pam_unix)[25621]: session closed for user root
- 1152234061 2006.07.06 dn753 Jul 6 18:01:01 dn753/dn753 crond[32394]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn754 Jul 6 18:01:01 dn754/dn754 crond(pam_unix)[24724]: session closed for user root
- 1152234061 2006.07.06 dn757 Jul 6 18:01:01 dn757/dn757 crond(pam_unix)[2698]: session closed for user root
- 1152234061 2006.07.06 dn757 Jul 6 18:01:01 dn757/dn757 crond(pam_unix)[2698]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn757 Jul 6 18:01:01 dn757/dn757 crond[2699]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn759 Jul 6 18:01:01 dn759/dn759 crond(pam_unix)[23825]: session closed for user root
- 1152234061 2006.07.06 dn760 Jul 6 18:01:01 dn760/dn760 crond(pam_unix)[24256]: session closed for user root
- 1152234061 2006.07.06 dn762 Jul 6 18:01:01 dn762/dn762 crond(pam_unix)[24808]: session closed for user root
- 1152234061 2006.07.06 dn762 Jul 6 18:01:01 dn762/dn762 crond(pam_unix)[24808]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn762 Jul 6 18:01:01 dn762/dn762 crond[24809]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn767 Jul 6 18:01:01 dn767/dn767 crond(pam_unix)[4900]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn768 Jul 6 18:01:01 dn768/dn768 crond(pam_unix)[3449]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn77 Jul 6 18:01:01 dn77/dn77 crond(pam_unix)[28390]: session closed for user root
- 1152234061 2006.07.06 dn770 Jul 6 18:01:01 dn770/dn770 crond(pam_unix)[26510]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn771 Jul 6 18:01:01 dn771/dn771 crond(pam_unix)[25822]: session closed for user root
- 1152234061 2006.07.06 dn773 Jul 6 18:01:01 dn773/dn773 crond(pam_unix)[28039]: session closed for user root
- 1152234061 2006.07.06 dn774 Jul 6 18:01:01 dn774/dn774 crond(pam_unix)[26296]: session closed for user root
- 1152234061 2006.07.06 dn774 Jul 6 18:01:01 dn774/dn774 crond(pam_unix)[26296]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn774 Jul 6 18:01:01 dn774/dn774 crond[26297]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn777 Jul 6 18:01:01 dn777/dn777 crond(pam_unix)[26037]: session closed for user root
- 1152234061 2006.07.06 dn777 Jul 6 18:01:01 dn777/dn777 crond(pam_unix)[26037]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn777 Jul 6 18:01:01 dn777/dn777 crond[26038]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn778 Jul 6 18:01:01 dn778/dn778 crond[26873]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn784 Jul 6 18:01:01 dn784/dn784 crond(pam_unix)[26154]: session closed for user root
- 1152234061 2006.07.06 dn784 Jul 6 18:01:01 dn784/dn784 crond(pam_unix)[26154]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn784 Jul 6 18:01:01 dn784/dn784 crond[26155]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn786 Jul 6 18:01:01 dn786/dn786 crond(pam_unix)[25059]: session closed for user root
- 1152234061 2006.07.06 dn786 Jul 6 18:01:01 dn786/dn786 crond(pam_unix)[25059]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn786 Jul 6 18:01:01 dn786/dn786 crond[25060]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn792 Jul 6 18:01:01 dn792/dn792 crond(pam_unix)[23134]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn793 Jul 6 18:01:01 dn793/dn793 crond(pam_unix)[26348]: session closed for user root
- 1152234061 2006.07.06 dn793 Jul 6 18:01:01 dn793/dn793 crond(pam_unix)[26348]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn797 Jul 6 18:01:01 dn797/dn797 crond(pam_unix)[23389]: session closed for user root
- 1152234061 2006.07.06 dn797 Jul 6 18:01:01 dn797/dn797 crond(pam_unix)[23389]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn797 Jul 6 18:01:01 dn797/dn797 crond[23390]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn798 Jul 6 18:01:01 dn798/dn798 crond[23141]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn799 Jul 6 18:01:01 dn799/dn799 crond(pam_unix)[23116]: session closed for user root
- 1152234061 2006.07.06 dn799 Jul 6 18:01:01 dn799/dn799 crond[23117]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn800 Jul 6 18:01:01 dn800/dn800 crond[23500]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn804 Jul 6 18:01:01 dn804/dn804 crond(pam_unix)[31008]: session closed for user root
- 1152234061 2006.07.06 dn804 Jul 6 18:01:01 dn804/dn804 crond(pam_unix)[31008]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn816 Jul 6 18:01:01 dn816/dn816 crond(pam_unix)[29963]: session closed for user root
- 1152234061 2006.07.06 dn816 Jul 6 18:01:01 dn816/dn816 crond(pam_unix)[29963]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn816 Jul 6 18:01:01 dn816/dn816 crond[29964]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn818 Jul 6 18:01:01 dn818/dn818 crond(pam_unix)[29464]: session closed for user root
- 1152234061 2006.07.06 dn820 Jul 6 18:01:01 dn820/dn820 crond(pam_unix)[22238]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn821 Jul 6 18:01:01 dn821/dn821 crond(pam_unix)[29605]: session closed for user root
- 1152234061 2006.07.06 dn828 Jul 6 18:01:01 dn828/dn828 crond(pam_unix)[11491]: session closed for user root
- 1152234061 2006.07.06 dn828 Jul 6 18:01:01 dn828/dn828 crond(pam_unix)[11491]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn828 Jul 6 18:01:01 dn828/dn828 crond[11492]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn83 Jul 6 18:01:01 dn83/dn83 crond[28381]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn831 Jul 6 18:01:01 dn831/dn831 crond(pam_unix)[29397]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn831 Jul 6 18:01:01 dn831/dn831 crond[29398]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn833 Jul 6 18:01:01 dn833/dn833 crond(pam_unix)[29345]: session closed for user root
- 1152234061 2006.07.06 dn834 Jul 6 18:01:01 dn834/dn834 crond[30296]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn836 Jul 6 18:01:01 dn836/dn836 crond[30238]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn837 Jul 6 18:01:01 dn837/dn837 crond[466]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn838 Jul 6 18:01:01 dn838/dn838 crond(pam_unix)[31504]: session closed for user root
- 1152234061 2006.07.06 dn84 Jul 6 18:01:01 dn84/dn84 crond(pam_unix)[24433]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn84 Jul 6 18:01:01 dn84/dn84 crond[24434]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn841 Jul 6 18:01:01 dn841/dn841 crond(pam_unix)[32117]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn844 Jul 6 18:01:01 dn844/dn844 crond(pam_unix)[30334]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn848 Jul 6 18:01:01 dn848/dn848 crond(pam_unix)[22518]: session closed for user root
- 1152234061 2006.07.06 dn848 Jul 6 18:01:01 dn848/dn848 crond(pam_unix)[22518]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn848 Jul 6 18:01:01 dn848/dn848 crond[22519]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn851 Jul 6 18:01:01 dn851/dn851 crond(pam_unix)[24657]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn854 Jul 6 18:01:01 dn854/dn854 crond[24826]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn861 Jul 6 18:01:01 dn861/dn861 crond(pam_unix)[22907]: session closed for user root
- 1152234061 2006.07.06 dn861 Jul 6 18:01:01 dn861/dn861 crond(pam_unix)[22907]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn861 Jul 6 18:01:01 dn861/dn861 crond[22908]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn866 Jul 6 18:01:01 dn866/dn866 crond[19420]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn869 Jul 6 18:01:01 dn869/dn869 crond(pam_unix)[22495]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn869 Jul 6 18:01:01 dn869/dn869 crond[22496]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn87 Jul 6 18:01:01 dn87/dn87 crond(pam_unix)[25580]: session closed for user root
- 1152234061 2006.07.06 dn87 Jul 6 18:01:01 dn87/dn87 crond(pam_unix)[25580]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn87 Jul 6 18:01:01 dn87/dn87 crond[25581]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn872 Jul 6 18:01:01 dn872/dn872 crond(pam_unix)[24525]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn873 Jul 6 18:01:01 dn873/dn873 crond[26210]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn875 Jul 6 18:01:01 dn875/dn875 crond[21990]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn877 Jul 6 18:01:01 dn877/dn877 crond(pam_unix)[23009]: session closed for user root
- 1152234061 2006.07.06 dn877 Jul 6 18:01:01 dn877/dn877 crond(pam_unix)[23009]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn880 Jul 6 18:01:01 dn880/dn880 crond[27371]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn888 Jul 6 18:01:01 dn888/dn888 crond(pam_unix)[28780]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn890 Jul 6 18:01:01 dn890/dn890 crond(pam_unix)[24334]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn892 Jul 6 18:01:01 dn892/dn892 crond(pam_unix)[24165]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn892 Jul 6 18:01:01 dn892/dn892 crond[24166]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn894 Jul 6 18:01:01 dn894/dn894 crond(pam_unix)[24389]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn896 Jul 6 18:01:01 dn896/dn896 crond(pam_unix)[22829]: session closed for user root
- 1152234061 2006.07.06 dn896 Jul 6 18:01:01 dn896/dn896 crond(pam_unix)[22829]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn896 Jul 6 18:01:01 dn896/dn896 crond[22830]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn897 Jul 6 18:01:01 dn897/dn897 crond(pam_unix)[16751]: session closed for user root
- 1152234061 2006.07.06 dn897 Jul 6 18:01:01 dn897/dn897 crond(pam_unix)[16751]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn899 Jul 6 18:01:01 dn899/dn899 crond[25836]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn902 Jul 6 18:01:01 dn902/dn902 crond(pam_unix)[23563]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn904 Jul 6 18:01:01 dn904/dn904 crond(pam_unix)[24024]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn904 Jul 6 18:01:01 dn904/dn904 crond[24025]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn905 Jul 6 18:01:01 dn905/dn905 crond(pam_unix)[23457]: session closed for user root
- 1152234061 2006.07.06 dn905 Jul 6 18:01:01 dn905/dn905 crond(pam_unix)[23457]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn905 Jul 6 18:01:01 dn905/dn905 crond[23458]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn909 Jul 6 18:01:01 dn909/dn909 crond(pam_unix)[23722]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn909 Jul 6 18:01:01 dn909/dn909 crond[23723]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn916 Jul 6 18:01:01 dn916/dn916 crond(pam_unix)[5375]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn917 Jul 6 18:01:01 dn917/dn917 crond[2196]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn920 Jul 6 18:01:01 dn920/dn920 crond(pam_unix)[1712]: session closed for user root
- 1152234061 2006.07.06 dn923 Jul 6 18:01:01 dn923/dn923 crond(pam_unix)[3489]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn923 Jul 6 18:01:01 dn923/dn923 crond[3490]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn924 Jul 6 18:01:01 dn924/dn924 crond(pam_unix)[3633]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn926 Jul 6 18:01:01 dn926/dn926 crond[27630]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn931 Jul 6 18:01:01 dn931/dn931 crond(pam_unix)[26770]: session closed for user root
- 1152234061 2006.07.06 dn931 Jul 6 18:01:01 dn931/dn931 crond(pam_unix)[26770]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn931 Jul 6 18:01:01 dn931/dn931 crond[26771]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn932 Jul 6 18:01:01 dn932/dn932 crond[11674]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn933 Jul 6 18:01:01 dn933/dn933 crond[25823]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn936 Jul 6 18:01:01 dn936/dn936 crond(pam_unix)[936]: session closed for user root
- 1152234061 2006.07.06 dn936 Jul 6 18:01:01 dn936/dn936 crond(pam_unix)[936]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn936 Jul 6 18:01:01 dn936/dn936 crond[937]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn94 Jul 6 18:01:01 dn94/dn94 crond(pam_unix)[24461]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn944 Jul 6 18:01:01 dn944/dn944 crond[25854]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn946 Jul 6 18:01:01 dn946/dn946 crond[27195]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn948 Jul 6 18:01:01 dn948/dn948 crond(pam_unix)[26017]: session closed for user root
- 1152234061 2006.07.06 dn953 Jul 6 18:01:01 dn953/dn953 crond[22002]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn956 Jul 6 18:01:01 dn956/dn956 crond(pam_unix)[21738]: session closed for user root
- 1152234061 2006.07.06 dn957 Jul 6 18:01:01 dn957/dn957 crond[21567]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn958 Jul 6 18:01:01 dn958/dn958 crond(pam_unix)[21553]: session closed for user root
- 1152234061 2006.07.06 dn958 Jul 6 18:01:01 dn958/dn958 crond[21554]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn959 Jul 6 18:01:01 dn959/dn959 crond(pam_unix)[28785]: session closed for user root
- 1152234061 2006.07.06 dn960 Jul 6 18:01:01 dn960/dn960 crond[24297]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn963 Jul 6 18:01:01 dn963/dn963 crond(pam_unix)[22827]: session closed for user root
- 1152234061 2006.07.06 dn965 Jul 6 18:01:01 dn965/dn965 crond(pam_unix)[26089]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn968 Jul 6 18:01:01 dn968/dn968 crond(pam_unix)[22924]: session closed for user root
- 1152234061 2006.07.06 dn97 Jul 6 18:01:01 dn97/dn97 crond(pam_unix)[24350]: session closed for user root
- 1152234061 2006.07.06 dn97 Jul 6 18:01:01 dn97/dn97 crond[24351]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn970 Jul 6 18:01:01 dn970/dn970 crond[23405]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn974 Jul 6 18:01:01 dn974/dn974 crond[27563]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn977 Jul 6 18:01:01 dn977/dn977 crond(pam_unix)[1036]: session closed for user root
- 1152234061 2006.07.06 dn98 Jul 6 18:01:01 dn98/dn98 crond[24622]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn989 Jul 6 18:01:01 dn989/dn989 crond[3656]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn99 Jul 6 18:01:01 dn99/dn99 crond[28788]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn992 Jul 6 18:01:01 dn992/dn992 crond(pam_unix)[23634]: session closed for user root
- 1152234061 2006.07.06 dn993 Jul 6 18:01:01 dn993/dn993 crond(pam_unix)[1996]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn993 Jul 6 18:01:01 dn993/dn993 crond[1997]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn995 Jul 6 18:01:01 dn995/dn995 crond(pam_unix)[25108]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn995 Jul 6 18:01:01 dn995/dn995 crond[25109]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn1007 Jul 6 18:01:02 dn1007/dn1007 crond(pam_unix)[28221]: session closed for user root
- 1152234062 2006.07.06 dn1009 Jul 6 18:01:02 dn1009/dn1009 crond(pam_unix)[23060]: session closed for user root
- 1152234062 2006.07.06 dn1011 Jul 6 18:01:02 dn1011/dn1011 crond(pam_unix)[23084]: session closed for user root
- 1152234062 2006.07.06 dn1013 Jul 6 18:01:02 dn1013/dn1013 crond(pam_unix)[24665]: session closed for user root
- 1152234062 2006.07.06 dn1014 Jul 6 18:01:02 dn1014/dn1014 crond(pam_unix)[20148]: session closed for user root
- 1152234062 2006.07.06 dn1014 Jul 6 18:01:02 dn1014/dn1014 crond(pam_unix)[20148]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn1014 Jul 6 18:01:02 dn1014/dn1014 crond[20149]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn1016 Jul 6 18:01:02 dn1016/dn1016 crond(pam_unix)[29010]: session closed for user root
- 1152234062 2006.07.06 dn1017 Jul 6 18:01:02 dn1017/dn1017 crond(pam_unix)[26104]: session closed for user root
- 1152234062 2006.07.06 dn110 Jul 6 18:01:02 dn110/dn110 crond(pam_unix)[26157]: session closed for user root
- 1152234062 2006.07.06 dn13 Jul 6 18:01:02 dn13/dn13 crond(pam_unix)[28121]: session closed for user root
- 1152234062 2006.07.06 dn137 Jul 6 18:01:02 dn137/dn137 crond(pam_unix)[23595]: session closed for user root
- 1152234062 2006.07.06 dn153 Jul 6 18:01:02 dn153/dn153 crond(pam_unix)[27603]: session closed for user root
- 1152234062 2006.07.06 dn167 Jul 6 18:01:02 dn167/dn167 crond(pam_unix)[29432]: session closed for user root
- 1152234062 2006.07.06 dn167 Jul 6 18:01:02 dn167/dn167 crond(pam_unix)[29432]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn167 Jul 6 18:01:02 dn167/dn167 crond[29433]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn22 Jul 6 18:01:02 dn22/dn22 crond(pam_unix)[26994]: session closed for user root
- 1152234062 2006.07.06 dn241 Jul 6 18:01:02 dn241/dn241 crond(pam_unix)[25306]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn299 Jul 6 18:01:02 dn299/dn299 crond(pam_unix)[28396]: session closed for user root
- 1152234062 2006.07.06 dn301 Jul 6 18:01:02 dn301/dn301 crond(pam_unix)[28668]: session closed for user root
